Source Node    	Target Node    	Interaction Source	Interaction Type
SGK2	TTLL11	Bayes	Directed
SGK2	CA14	Bayes	Directed
SEMA3B	HAPLN2	Bayes	Directed
SEMA3B	AK022398	Bayes	Directed
SEMA3B	TJAP1	Bayes	Directed
CNP	DBNDD2	Bayes	Directed
CNP	TESK2	Bayes	Directed
CNP	TMEM125	Bayes	Directed
LTBP2	493869	Bayes	Directed
LTBP2	LEPR	Bayes	Directed
LIPE	KLK11	Bayes	Directed
LIPE	HAPLN2	Bayes	Directed
LIPE	PRCD	Bayes	Directed
57514	EPHX1	Bayes	Directed
57514	HSG00224473	Bayes	Directed
HSG00405012	AF086164	Bayes	Directed
HSG00405012	VPS41	Bayes	Directed
HSG00405012	Contig35138_RC	Bayes	Directed
HSG00405012	FAM81A	Bayes	Directed
HSG00405012	HCN1	Bayes	Directed
HSG00405012	Contig51566_RC	Bayes	Directed
AK092127	HSG00448973	Bayes	Directed
AK092127	ENST00000254279	Bayes	Directed
C1QA	CARD9	Bayes	Directed
C1QA	C1QC	Bayes	Directed
C1QA	CASP1	Bayes	Directed
C1QA	VAMP8	Bayes	Directed
C1QA	FAM26F	Bayes	Directed
LPAR1	GUSBL2	Bayes	Directed
RFPL3	RFPL2	Bayes	Directed
AK022043	AK022016	Bayes	Directed
AK022043	GALNT5	Bayes	Directed
AK022043	SH3GL3	Bayes	Directed
AK022043	AK022033	Bayes	Directed
hCT1824065.2	AK090862	Bayes	Directed
KCNK13	Z36841	Bayes	Directed
C14orf130	AL831906	Bayes	Directed
C14orf130	WDR41	Bayes	Directed
TAC1	GAD2	Bayes	Directed
HSG00430356	ENST00000299303	Bayes	Directed
HSG00430356	AURKA	Bayes	Directed
ENST00000293571	INHBB	Bayes	Directed
ENST00000293571	AK001150	Bayes	Directed
ENST00000293571	TMEM176B	Bayes	Directed
ENST00000293571	IRF7	Bayes	Directed
ENST00000293571	85441	Bayes	Directed
XM_173140	HSS00258785	Bayes	Directed
HSG00202601	hCT2264748	Bayes	Directed
HSG00202601	HSG00508405	Bayes	Directed
HSG00202601	XM_065856	Bayes	Directed
hCT1645818.3	11-Sep	Bayes	Directed
PDGFRA	BCHE	Bayes	Directed
PDGFRA	COL9A1	Bayes	Directed
HECW1	AL137569	Bayes	Directed
HSS00082598	HSS00143473	Bayes	Directed
hCT1832239.2	C21orf62	Bayes	Directed
hCT1832239.2	647275	Bayes	Directed
hCT1832239.2	SERPINA3	Bayes	Directed
hCT1832239.2	645652	Bayes	Directed
hCT1832239.2	SERPINA5	Bayes	Directed
KCNV1	FBXW7	Bayes	Directed
TRAPPC2L	FLT3	Bayes	Directed
TRAPPC2L	AL832696	Bayes	Directed
TRAPPC2L	NIT2	Bayes	Directed
TRAPPC2L	HMBOX1	Bayes	Directed
C7orf52	C16orf85	Bayes	Directed
GPT2	GDPD2	Bayes	Directed
KCNMB1	COL6A2	Bayes	Directed
KCNMB1	EBF1	Bayes	Directed
CCNB2	OTX2	Bayes	Directed
ENST00000299128	hCG_1818237	Bayes	Directed
HSG00413878	NM_021981	Bayes	Directed
HSG00413878	TBX18	Bayes	Directed
CDKN1C	CLDN11	Bayes	Directed
BPGM	AL050039	Bayes	Directed
TRAM1	ZNF92	Bayes	Directed
TRAM1	SYPL1	Bayes	Directed
TRAM1	ROR1	Bayes	Directed
TRAM1	SLC38A2	Bayes	Directed
hCT1848841.2	GABRP	Bayes	Directed
STC1	KIAA0040	Bayes	Directed
STC1	BC017428	Bayes	Directed
STC1	PDLIM4	Bayes	Directed
BC030101	BC030101	Bayes	Directed
LRRC37A	HSS00224443	Bayes	Directed
S100A8	S100A9	Bayes	Directed
S100A8	LYZ	Bayes	Directed
S100A8	S100A12	Bayes	Directed
PTAR1	DDIT4L	Bayes	Directed
PTAR1	FBXO30	Bayes	Directed
POU5F1P3	POU5F1	Bayes	Directed
POU5F1P3	SPINT1	Bayes	Directed
CSF1R	AOAH	Bayes	Directed
CSF1R	SLCO2B1	Bayes	Directed
CSF1R	LAPTM5	Bayes	Directed
CSF1R	TMEM119	Bayes	Directed
CSF1R	LY86	Bayes	Directed
AMN1	CSPG4	Bayes	Directed
FNDC3B	HIF1A	Bayes	Directed
FNDC3B	PHF17	Bayes	Directed
FNDC3B	NRP1	Bayes	Directed
FNDC3B	SCP2	Bayes	Directed
FNDC3B	ATAD2	Bayes	Directed
FNDC3B	BMPR1A	Bayes	Directed
FNDC3B	KIF15	Bayes	Directed
XM_166701	hCT32285.2	Bayes	Directed
SLIT2	RAP1GDS1	Bayes	Directed
ACOT2	ACOT1	Bayes	Directed
SFRS6	XM_210776	Bayes	Directed
TFF2	TSPAN18	Bayes	Directed
TFF2	401286	Bayes	Directed
TFF2	OPRD1	Bayes	Directed
tcag7.1228	HSS00166635	Bayes	Directed
Contig57081_RC	HTRA1	Bayes	Directed
Contig57081_RC	285986	Bayes	Directed
Contig57081_RC	JAM2	Bayes	Directed
AF074994	255411	Bayes	Directed
AF074994	LMOD2	Bayes	Directed
C3orf28	XM_212353	Bayes	Directed
GABRE	PTGER1	Bayes	Directed
GABRE	SLC11A1	Bayes	Directed
SERPINB5	GRHL2	Bayes	Directed
SERPINB5	hCT1813804.2	Bayes	Directed
FOLH1	CFTR	Bayes	Directed
HSS00181144	150992	Bayes	Directed
HSS00181144	hCT1813951	Bayes	Directed
HSS00181144	PRND	Bayes	Directed
HSS00181144	BX105859	Bayes	Directed
HSS00181144	TMPRSS4	Bayes	Directed
HSS00181144	HSG00503202	Bayes	Directed
KRT19P2	RP6-213H19.1	Bayes	Directed
ZNF649	CENPN	Bayes	Directed
ZNF649	POLI	Bayes	Directed
ZNF649	AL049919	Bayes	Directed
ZNF649	TTC32	Bayes	Directed
ZNF649	TTC15	Bayes	Directed
ZNF649	APOC2	Bayes	Directed
ZNF649	C5orf35	Bayes	Directed
BC020911	Contig20427_RC	Bayes	Directed
BC020911	BC020738	Bayes	Directed
BC020911	HSG00460406	Bayes	Directed
PIK3CA	ARL5B	Bayes	Directed
PIK3CA	HSG00455700	Bayes	Directed
AF070602	AK023947	Bayes	Directed
AF070602	AK000023	Bayes	Directed
AF070602	AL390150	Bayes	Directed
NKX2-5	AK023012	Bayes	Directed
NKX2-5	hCT1650320.3	Bayes	Directed
VGLL3	CAV1	Bayes	Directed
VGLL3	FER1L3	Bayes	Directed
VGLL3	INHBA	Bayes	Directed
SAMSN1	OLR1	Bayes	Directed
BATF	AF085978	Bayes	Directed
BATF	HJURP	Bayes	Directed
XM_172189	U82313	Bayes	Directed
XM_172189	OR7D2	Bayes	Directed
XM_172189	AF086121	Bayes	Directed
XM_172189	AF085926	Bayes	Directed
XM_172189	728473	Bayes	Directed
GPC5	SLCO1C1	Bayes	Directed
GPC5	ATP13A4	Bayes	Directed
ABCC11	644186	Bayes	Directed
RTKN2	PET112L	Bayes	Directed
RTKN2	AK054806	Bayes	Directed
TEAD4	PTP4A3	Bayes	Directed
TEAD4	AK023752	Bayes	Directed
TEAD4	BACE2	Bayes	Directed
TEAD4	EZH2	Bayes	Directed
TEAD4	RAB25	Bayes	Directed
TEAD4	ANGPT2	Bayes	Directed
TEAD4	PIM1	Bayes	Directed
TEAD4	CISH	Bayes	Directed
WEE1	RRAS2	Bayes	Directed
WEE1	PERP	Bayes	Directed
79827	POSTN	Bayes	Directed
79827	SULF1	Bayes	Directed
hCT1820165	UBA52	Bayes	Directed
MAD2L1	ECT2	Bayes	Directed
MAD2L1	ZWILCH	Bayes	Directed
MAD2L1	CD24	Bayes	Directed
TIPARP	CHSY1	Bayes	Directed
AK026818	EYA1	Bayes	Directed
U2AF1	Contig54540_RC	Bayes	Directed
XM_090880	RSE_00000477442	Bayes	Directed
XM_090880	XM_062957	Bayes	Directed
XM_090880	BQ314224	Bayes	Directed
AL390143	HSS00004048	Bayes	Directed
SALL1	CHD7	Bayes	Directed
RSE_00000137758	TRPM4	Bayes	Directed
RSE_00000137758	XM_210426	Bayes	Directed
RSE_00000137758	THRA	Bayes	Directed
RSE_00000137758	BET3L	Bayes	Directed
RUNX1	ELF4	Bayes	Directed
RUNX1	GBP5	Bayes	Directed
RUNX1	HIST1H2AD	Bayes	Directed
RUNX1	TSLP	Bayes	Directed
492311	PPIG	Bayes	Directed
492311	PEX5L	Bayes	Directed
492311	ENST00000281770	Bayes	Directed
492311	DTWD2	Bayes	Directed
492311	AK022738	Bayes	Directed
FLNA	TINAGL1	Bayes	Directed
FLNA	PDLIM7	Bayes	Directed
FLNA	387763	Bayes	Directed
FLNA	VCL	Bayes	Directed
FLNA	COL18A1	Bayes	Directed
FLNA	LMOD1	Bayes	Directed
C6orf154	hCT1970529	Bayes	Directed
RBM7	C7orf46	Bayes	Directed
RBM7	TRAM1	Bayes	Directed
RBM7	ARRDC4	Bayes	Directed
RBM7	AHR	Bayes	Directed
CASP4	CD93	Bayes	Directed
CASP4	TEAD4	Bayes	Directed
CASP4	GBP2	Bayes	Directed
CASP4	DENND2D	Bayes	Directed
CASP4	IL15RA	Bayes	Directed
BTBD1	hCT1970898.1	Bayes	Directed
BTBD1	TMED2	Bayes	Directed
SRGN	Contig40128_RC	Bayes	Directed
SRGN	ZFP36	Bayes	Directed
SRGN	THBD	Bayes	Directed
AOC2	HSS00128982	Bayes	Directed
AOC2	HSS00168730	Bayes	Directed
AOC2	SPAG5	Bayes	Directed
AOC2	AL832615	Bayes	Directed
LAT2	HSS00001998	Bayes	Directed
LAT2	LAPTM5	Bayes	Directed
LAT2	CD300A	Bayes	Directed
LAT2	SLC2A5	Bayes	Directed
LAT2	HCK	Bayes	Directed
LAT2	RGS19	Bayes	Directed
LAT2	PSCD4	Bayes	Directed
HSG00454070	AK3L1	Bayes	Directed
MYO10	KANK1	Bayes	Directed
MYO10	KCNJ10	Bayes	Directed
MYO10	PAQR8	Bayes	Directed
MYO10	IQCK	Bayes	Directed
MYO10	LPAR3	Bayes	Directed
MYO10	79015	Bayes	Directed
MYO10	HSS00095567	Bayes	Directed
hCT2309967	AK097074	Bayes	Directed
AK056995	AK092457	Bayes	Directed
HSG00453297	SNORD54	Bayes	Directed
RPS4Y1	UTY	Bayes	Directed
RPS4Y1	CYorf15B	Bayes	Directed
RPS4Y1	TMSB4Y	Bayes	Directed
KIAA1731	RIF1	Bayes	Directed
KIAA1731	ALG11	Bayes	Directed
KIAA1731	ST3GAL5	Bayes	Directed
KIAA1731	POLR3G	Bayes	Directed
KIAA1731	PPFIBP1	Bayes	Directed
KIAA1731	RORA	Bayes	Directed
KIAA1731	L1TD1	Bayes	Directed
KIAA1731	HSS00031488	Bayes	Directed
ACTL6A	NECAB2	Bayes	Directed
ACTL6A	653653	Bayes	Directed
ACTL6A	MBNL3	Bayes	Directed
ACTL6A	25923	Bayes	Directed
ACTL6A	ATP11C	Bayes	Directed
ACTL6A	RP4-747L4.3	Bayes	Directed
ACTL6A	CLIC4	Bayes	Directed
ACTL6A	KTN1	Bayes	Directed
ACTL6A	GALNT4	Bayes	Directed
ACTL6A	SMC4	Bayes	Directed
ACTL6A	HSS00173774	Bayes	Directed
ACTL6A	hCT2314166	Bayes	Directed
MOBKL3	C4orf16	Bayes	Directed
MOBKL3	CKAP2	Bayes	Directed
MOBKL3	BCAT1	Bayes	Directed
MOBKL3	hCT1970967	Bayes	Directed
PITPNC1	SUCLG2	Bayes	Directed
PITPNC1	RGS20	Bayes	Directed
PITPNC1	RYR3	Bayes	Directed
STON1	FMO5	Bayes	Directed
INDO	AK092578	Bayes	Directed
INDO	LIN28	Bayes	Directed
RGS20	CACHD1	Bayes	Directed
RGS20	LRRC3B	Bayes	Directed
IFI6	MX1	Bayes	Directed
IFI6	ISG15	Bayes	Directed
TK1	hCG_2025798	Bayes	Directed
NFKBIA	MCL1	Bayes	Directed
NFKBIA	HYAL2	Bayes	Directed
NFKBIA	DDIT4	Bayes	Directed
FGF1	ENST00000286728	Bayes	Directed
SLC26A9	C9orf58	Bayes	Directed
Contig32322_RC	SLC16A1	Bayes	Directed
387804	CD8A	Bayes	Directed
HTR2A	HSS00378652	Bayes	Directed
HTR2A	ROCK2	Bayes	Directed
hCG_1989844	338611	Bayes	Directed
IL13RA1	ABCC4	Bayes	Directed
IL13RA1	ADRB2	Bayes	Directed
AF147440	hCT2322040	Bayes	Directed
AF147440	hCT2289083	Bayes	Directed
AF147440	RPL36A	Bayes	Directed
AF147440	HSS00092294	Bayes	Directed
AF147440	FAM26B	Bayes	Directed
AF147440	C17orf89	Bayes	Directed
GRAMD4	92482	Bayes	Directed
GRAMD4	VILL	Bayes	Directed
GRAMD4	COL4A4	Bayes	Directed
GRAMD4	SLC9A3	Bayes	Directed
SACS	PLEKHA1	Bayes	Directed
SACS	HLTF	Bayes	Directed
SACS	RAB12	Bayes	Directed
RGS2	COL20A1	Bayes	Directed
RGS2	hCT1971424.1	Bayes	Directed
NRGN	SMPD3	Bayes	Directed
NRGN	MICAL2	Bayes	Directed
NRGN	GABBR2	Bayes	Directed
NRGN	PRSS3	Bayes	Directed
NRGN	BC027847	Bayes	Directed
NRGN	GABRD	Bayes	Directed
SERPINF1	WNT2B	Bayes	Directed
SERPINF1	MYBPC1	Bayes	Directed
Contig38542_RC	AL049279	Bayes	Directed
MAL2	PLCD1	Bayes	Directed
MAL2	MEX3A	Bayes	Directed
MAL2	PVRL3	Bayes	Directed
120376	ALDH1L1	Bayes	Directed
NEFH	PVALB	Bayes	Directed
CDKN2AIPNL	HSS00084775	Bayes	Directed
CDKN2AIPNL	HRASLS	Bayes	Directed
CDKN2AIPNL	NEK2	Bayes	Directed
ACSL6	AF086375	Bayes	Directed
MAL	PMP22	Bayes	Directed
MAL	XM_087617	Bayes	Directed
FBXO34	CDC42EP3	Bayes	Directed
MAOA	Contig37024_RC	Bayes	Directed
MAOA	RAB31	Bayes	Directed
MAOA	57514	Bayes	Directed
MAOA	284033	Bayes	Directed
ENC1	DGKE	Bayes	Directed
ENC1	FAM19A1	Bayes	Directed
ENC1	ST6GALNAC5	Bayes	Directed
ENC1	JUP	Bayes	Directed
ENC1	COL5A2	Bayes	Directed
hCT1970878.1	ATF7IP2	Bayes	Directed
hCT1970878.1	ENST00000285289	Bayes	Directed
hCT1970878.1	C9orf72	Bayes	Directed
hCT1970878.1	CDC42	Bayes	Directed
hCT1970878.1	CCNH	Bayes	Directed
hCT1970878.1	hCT2327428	Bayes	Directed
IDI1	AK091765	Bayes	Directed
IDI1	RFC3	Bayes	Directed
IDI1	Contig13458_RC	Bayes	Directed
IDI1	SC4MOL	Bayes	Directed
IDI1	HMGCS1	Bayes	Directed
C14orf135	CHRM2	Bayes	Directed
C14orf135	XM_104158	Bayes	Directed
C14orf135	402117	Bayes	Directed
ZNF429	HSS00207370	Bayes	Directed
ARRDC2	PSRC1	Bayes	Directed
NPFFR2	ENST00000278254	Bayes	Directed
CX3CL1	CACNA1G	Bayes	Directed
CX3CL1	147343	Bayes	Directed
CX3CL1	HRK	Bayes	Directed
CX3CL1	LINGO1	Bayes	Directed
PRKCDBP	NOTCH3	Bayes	Directed
ZEB2	hCT2325910	Bayes	Directed
PIM1	PDIA5	Bayes	Directed
DMD	XM_211845	Bayes	Directed
DMD	XM_211862	Bayes	Directed
CD84	TLR7	Bayes	Directed
NRXN3	GAD1	Bayes	Directed
NRXN3	NPTN	Bayes	Directed
TJP2	SPATA13	Bayes	Directed
TJP2	653653	Bayes	Directed
TJP2	AK024558	Bayes	Directed
TJP2	HEATR5A	Bayes	Directed
TJP2	TNC	Bayes	Directed
FAM129B	653506	Bayes	Directed
FAM129B	NXN	Bayes	Directed
FAM129B	NDUFA4L2	Bayes	Directed
ANXA2P1	CALD1	Bayes	Directed
ANXA2P1	ANXA2P2	Bayes	Directed
ANXA2P1	CAV2	Bayes	Directed
ANXA2P1	ANXA2	Bayes	Directed
ANXA2P1	WWTR1	Bayes	Directed
ANXA2P1	TFPI2	Bayes	Directed
KLHL29	GPR26	Bayes	Directed
KLHL29	TRIM58	Bayes	Directed
RASD1	CCDC141	Bayes	Directed
HSD17B7P2	PCDHB8	Bayes	Directed
C5orf38	IRX2	Bayes	Directed
AGA	730092	Bayes	Directed
KCNJ15	APOBEC3A	Bayes	Directed
ACTRT1	FGG	Bayes	Directed
HSG00314551	AK022258	Bayes	Directed
HSG00314551	Contig41774_RC	Bayes	Directed
HSG00314551	AK055340	Bayes	Directed
HSG00314551	PNLDC1	Bayes	Directed
HSG00314551	AK024852	Bayes	Directed
hCT1970968.1	POU3F2	Bayes	Directed
ENST00000250621	KCNA6	Bayes	Directed
ENST00000250621	RP11-118H4.2	Bayes	Directed
C1QTNF3	SLCO2A1	Bayes	Directed
C1orf70	GATC	Bayes	Directed
C1orf70	FBXL19	Bayes	Directed
C1orf70	ANXA6	Bayes	Directed
C1orf70	Contig40647_RC	Bayes	Directed
C1orf70	SMCHD1	Bayes	Directed
C1orf70	NELF	Bayes	Directed
C1orf70	AP2B1	Bayes	Directed
UBE2W	HSS00182221	Bayes	Directed
HSS00131450	hCT2289412	Bayes	Directed
HSS00131450	RRAD	Bayes	Directed
PRR11	MCM2	Bayes	Directed
PRR11	C1orf97	Bayes	Directed
HIST1H2BN	HIST1H2AC	Bayes	Directed
DMXL2	NKIRAS1	Bayes	Directed
DMXL2	MKNK2	Bayes	Directed
DMXL2	UBE2V2	Bayes	Directed
DMXL2	hCT1830427.2	Bayes	Directed
DMXL2	CHM	Bayes	Directed
DMXL2	ATP6AP2	Bayes	Directed
DMXL2	AL109781	Bayes	Directed
DMXL2	MARK1	Bayes	Directed
DMXL2	AMN1	Bayes	Directed
DMXL2	ATP6V1A	Bayes	Directed
DMXL2	CCDC91	Bayes	Directed
DMXL2	80094	Bayes	Directed
S1PR3	EDN1	Bayes	Directed
LIN7C	HSS00001253	Bayes	Directed
LIN7C	FEM1C	Bayes	Directed
RYR3	HEPACAM	Bayes	Directed
RYR3	SULT1C4	Bayes	Directed
CTSO	BCKDHB	Bayes	Directed
MT1H	TNFSF13	Bayes	Directed
C1orf80	IQCC	Bayes	Directed
C1orf80	FCF1	Bayes	Directed
ATF2	FBXO5	Bayes	Directed
ATF2	LMAN1	Bayes	Directed
ATF2	FAM91A2	Bayes	Directed
387856	KRT5	Bayes	Directed
387856	PHLDA2	Bayes	Directed
387856	AK095503	Bayes	Directed
FOLR2	MARCO	Bayes	Directed
FOLR2	LYVE1	Bayes	Directed
FOLR2	OLFML3	Bayes	Directed
C6orf192	PHYHD1	Bayes	Directed
C6orf192	PITPNC1	Bayes	Directed
C6orf192	120376	Bayes	Directed
C6orf192	MAOA	Bayes	Directed
RAB2A	UAP1	Bayes	Directed
RAB2A	PAIP2	Bayes	Directed
RAB2A	PGK1	Bayes	Directed
RAB2A	GDE1	Bayes	Directed
RAB2A	C1orf128	Bayes	Directed
RAB2A	BNIP3	Bayes	Directed
RAB2A	54842	Bayes	Directed
RAB2A	RAN	Bayes	Directed
RAB2A	PCYOX1	Bayes	Directed
RAB2A	OTUD1	Bayes	Directed
EGR4	LBH	Bayes	Directed
AL359582	AK096249	Bayes	Directed
AL359582	Contig42490_RC	Bayes	Directed
AL359582	HSS00300718	Bayes	Directed
Contig6273_RC	SPINK2	Bayes	Directed
HJURP	BIRC5	Bayes	Directed
COL2A1	FMO1	Bayes	Directed
COL2A1	HSS00211978	Bayes	Directed
MANEA	Contig26388_RC	Bayes	Directed
SELL	440731	Bayes	Directed
UACA	NID2	Bayes	Directed
CCDC6	AL049302	Bayes	Directed
CCDC6	FBXO34	Bayes	Directed
CDC14A	ZIC5	Bayes	Directed
CDC14A	GPC4	Bayes	Directed
CDC14A	TPD52L1	Bayes	Directed
CDC14A	Contig27741_RC	Bayes	Directed
DSE	SP1	Bayes	Directed
DSE	84888	Bayes	Directed
DSE	121457	Bayes	Directed
DSE	CD58	Bayes	Directed
hCT1769654	AK024907	Bayes	Directed
LATS2	SYNGR4	Bayes	Directed
SIAE	220729	Bayes	Directed
CISH	FCGR1A	Bayes	Directed
CISH	C20orf59	Bayes	Directed
GDAP1	AF130062	Bayes	Directed
GDAP1	hCT1641762.3	Bayes	Directed
GDAP1	TANC2	Bayes	Directed
hCG_1651889	206426	Bayes	Directed
hCG_1651889	285423	Bayes	Directed
hCG_1651889	ZNF141	Bayes	Directed
hCT1953811.1	AL110150	Bayes	Directed
hCT1953811.1	HSG00461078	Bayes	Directed
C1orf61	HSS00342647	Bayes	Directed
CRABP1	COL11A1	Bayes	Directed
CRABP1	KDELR3	Bayes	Directed
KCNB2	C6orf142	Bayes	Directed
84451	KLK6	Bayes	Directed
FOXD1	ANPEP	Bayes	Directed
FOXD1	AMICA1	Bayes	Directed
KIFAP3	ARL15	Bayes	Directed
KIFAP3	PCMT1	Bayes	Directed
ADSS	374650	Bayes	Directed
ADSS	TMEFF1	Bayes	Directed
ADSS	VLDLR	Bayes	Directed
ADSS	IMPAD1	Bayes	Directed
ADSS	C14orf126	Bayes	Directed
ADSS	Contig54295_RC	Bayes	Directed
ADSS	ELK1	Bayes	Directed
TBKBP1	AK058064	Bayes	Directed
HSPB3	HSS00374184	Bayes	Directed
HSPB3	BM710955	Bayes	Directed
HSPB3	PCDHGA10	Bayes	Directed
HSPB3	646627	Bayes	Directed
HSPB3	PPEF1	Bayes	Directed
HSPB3	728192	Bayes	Directed
SLC12A2	Contig44693_RC	Bayes	Directed
SLC12A2	SH3D19	Bayes	Directed
SLC12A2	PRRG1	Bayes	Directed
LRCH4	402573	Bayes	Directed
IRF1	GCH1	Bayes	Directed
Contig40831_RC	CST1	Bayes	Directed
GUF1	THAP5	Bayes	Directed
GUF1	MMD	Bayes	Directed
GUF1	C14orf130	Bayes	Directed
GUF1	285771	Bayes	Directed
GUF1	EFHA1	Bayes	Directed
ALDH6A1	NOTCH2NL	Bayes	Directed
ALDH6A1	PON2	Bayes	Directed
ALDH6A1	RIN2	Bayes	Directed
ALDH6A1	ALDH2	Bayes	Directed
EXOC1	Contig12803_RC	Bayes	Directed
EXOC1	GTF2A1	Bayes	Directed
EXOC1	AL831861	Bayes	Directed
AF511647	ZFHX2	Bayes	Directed
AF511647	DHX34	Bayes	Directed
146227	DBNDD1	Bayes	Directed
146227	NGB	Bayes	Directed
146227	NAT8L	Bayes	Directed
AF052115	BE549953_RC	Bayes	Directed
EPAS1	ZNF366	Bayes	Directed
EPAS1	ROBO4	Bayes	Directed
Contig40516_RC	MCF2	Bayes	Directed
SPATA2L	EGR4	Bayes	Directed
SPATA2L	CETP	Bayes	Directed
PDGFRB	HEYL	Bayes	Directed
ADD2	AF090096	Bayes	Directed
IGHA1	HSS00371905	Bayes	Directed
PLDN	PTDSS2	Bayes	Directed
SAA1	NUP210L	Bayes	Directed
SAA1	hCT1843566.2	Bayes	Directed
SLC25A13	DUSP10	Bayes	Directed
SLC12A7	GPER	Bayes	Directed
GABRD	KCNK3	Bayes	Directed
729026	OR2L13	Bayes	Directed
XM_065366	64752	Bayes	Directed
PHKA1	UNG	Bayes	Directed
HLA-DRB5	HLA-DRB4	Bayes	Directed
MYO9B	SLC4A2	Bayes	Directed
TNFRSF6B	284313	Bayes	Directed
WWTR1	PAPSS2	Bayes	Directed
HSD17B7	Contig27113_RC	Bayes	Directed
HSG00404246	L08437	Bayes	Directed
CCNG1	ZNF761	Bayes	Directed
CCNG1	ATF1	Bayes	Directed
400043	DIAPH2	Bayes	Directed
SNX18	AF087976	Bayes	Directed
OMA1	hCT2273846	Bayes	Directed
LONRF3	Contig20749_RC	Bayes	Directed
hCT14280.2	DPEP3	Bayes	Directed
CXCL2	CXCL1	Bayes	Directed
BDNF	NEUROD6	Bayes	Directed
SCN9A	GABRQ	Bayes	Directed
F3	RAB34	Bayes	Directed
MYO15A	MYOM2	Bayes	Directed
TTYH1	NDRG2	Bayes	Directed
FKBP10	AXL	Bayes	Directed
FKBP10	EZR	Bayes	Directed
FKBP10	AL365371	Bayes	Directed
C1QC	C1QB	Bayes	Directed
C1QC	PSCD4	Bayes	Directed
AK024952	AK024385	Bayes	Directed
RNASE3	STEAP3	Bayes	Directed
RNASE3	TKTL1	Bayes	Directed
RNASE3	PLAC8	Bayes	Directed
RNASE3	RNASE2	Bayes	Directed
HEBP2	TMPRSS3	Bayes	Directed
HEBP2	HSS00082963	Bayes	Directed
XM_169393	HSS00041590	Bayes	Directed
XM_169393	ENST00000299129	Bayes	Directed
BVES	HSS00166296	Bayes	Directed
BVES	C9orf150	Bayes	Directed
GSTM2	GSTM1	Bayes	Directed
PPM2C	GPC2	Bayes	Directed
HSG00276427	RASL11A	Bayes	Directed
HSG00276427	hCT6865.2	Bayes	Directed
HSG00276427	HSG00407479	Bayes	Directed
HSG00276427	BC036616	Bayes	Directed
AL831888	AL832210	Bayes	Directed
AL831888	AK094004	Bayes	Directed
AL831888	BC038209	Bayes	Directed
DARS	Contig32899_RC	Bayes	Directed
BIRC5	TTK	Bayes	Directed
BIRC5	HELLS	Bayes	Directed
ZWILCH	MTL5	Bayes	Directed
ZWILCH	C6orf173	Bayes	Directed
RALGDS	NUMA1	Bayes	Directed
MAPKAPK3	S100A16	Bayes	Directed
MAPKAPK3	S100A14	Bayes	Directed
PTTG1IP	CHST3	Bayes	Directed
PTTG1IP	TXNIP	Bayes	Directed
PTTG1IP	SP110	Bayes	Directed
PTTG1IP	LIMS1	Bayes	Directed
PTTG1IP	ANXA5	Bayes	Directed
PTTG1IP	RASL12	Bayes	Directed
PTTG1IP	LIMK2	Bayes	Directed
PTTG1IP	CD99	Bayes	Directed
PTTG1IP	SPEF1	Bayes	Directed
PTTG1IP	ADFP	Bayes	Directed
PTTG1IP	hCT1795856.1	Bayes	Directed
PTTG1IP	AL833462	Bayes	Directed
PTTG1IP	NECAP2	Bayes	Directed
PTTG1IP	ZNF217	Bayes	Directed
SLC2A13	CNTN4	Bayes	Directed
SLC2A13	HSS00329692	Bayes	Directed
SLC2A13	AK091723	Bayes	Directed
SLC2A13	Contig10154_RC	Bayes	Directed
SLC2A13	PARP8	Bayes	Directed
SLC2A13	C5orf36	Bayes	Directed
CENTA2	PSCD4	Bayes	Directed
ABAT	AJ227908	Bayes	Directed
ABAT	WBSCR16	Bayes	Directed
ABAT	HSS00041590	Bayes	Directed
ABAT	Contig436	Bayes	Directed
OR6C65	GEMIN6	Bayes	Directed
OR6C65	HSS00133384	Bayes	Directed
EPR1	HMGA2	Bayes	Directed
ZNF138	441239	Bayes	Directed
GSTT2	GSTT1	Bayes	Directed
SECTM1	IL1R1	Bayes	Directed
SECTM1	STC1	Bayes	Directed
SECTM1	ENST00000276514	Bayes	Directed
HIST4H4	Contig56619	Bayes	Directed
HIST4H4	PAX3	Bayes	Directed
HIST4H4	XM_172222	Bayes	Directed
HIST4H4	SP6	Bayes	Directed
CNTNAP5	FAT3	Bayes	Directed
CNN3	ITGA6	Bayes	Directed
CNN3	ZC3HAV1	Bayes	Directed
hCT2256810	HSS00383177	Bayes	Directed
hCT2256810	XM_172409	Bayes	Directed
hCT2256810	HSS00043630	Bayes	Directed
TANC2	552889	Bayes	Directed
GAGE2E	GAGE6	Bayes	Directed
GAGE2E	GAGE4	Bayes	Directed
PSMA2	hCT1815503.1	Bayes	Directed
PSMA2	EIF2S2	Bayes	Directed
PSMA2	COMMD2	Bayes	Directed
NFAT5	AL157466	Bayes	Directed
NFAT5	CCDC144B	Bayes	Directed
NFAT5	PPM1K	Bayes	Directed
NFAT5	AK024690	Bayes	Directed
NFAT5	AL831867	Bayes	Directed
NFAT5	HSS00051659	Bayes	Directed
C5orf23	SLC24A3	Bayes	Directed
C5orf23	CALB2	Bayes	Directed
SLC7A3	ZNF714	Bayes	Directed
CBX2	ZIC3	Bayes	Directed
LNX1	HSG00409782	Bayes	Directed
AK024118	AK054895	Bayes	Directed
