Source Node    	Target Node    	Interaction Source	Interaction Type
MAP3K2	MAP2K3	GnRH signaling pathway	Not Directed
NCK1	RAC1	Axon guidance	Not Directed
ORC3L	MCM4	Cell cycle	Not Directed
C1S	C1QA	Complement and coagulation cascades	Not Directed
PTPN6	VAV3	Natural killer cell mediated cytotoxicity	Not Directed
JNK(MAPK8-10)	Elk-1	Erk Interactions: Activation and selected Erk targets	Not Directed
MAPK8	IRS1	Adipocytokine signaling pathway	Not Directed
IFNB1	IFNAR1	Cytokine-cytokine receptor interaction	Not Directed
RAF1	MAP2K1	VEGF signaling pathway	Not Directed
WNT7B	FZD10	G12a specific GPCRs (in brain)	Not Directed
BET1	SEC22B	SNARE interactions in vesicular transport	Not Directed
HLA-G	KIR3DL2	Natural killer cell mediated cytotoxicity	Not Directed
ADAM10	DLL1	Citric acid cycle (citrate cycle; Krebs cycle)	Not Directed
CTNND1	CDH1	Adherens junction	Not Directed
HES1	NEUROG3	Maturity onset diabetes of the young	Not Directed
CALML6	CAMK4	Long-term potentiation	Not Directed
MAP2K4	CRK	MAPK signaling pathway	Not Directed
SOS1	HRAS	Fc epsilon RI signaling pathway	Not Directed
FRAP1	ULK3	mTOR signaling pathway	Not Directed
NSDHL	"3alpha,5beta-3-hydroxy-pregnan-20-one + NAD(P)H = 3alpha,20S-pregn-4-en-3,20-diol + NAD(P)('+)"	Pregnenolone and progesterone biosynthesis and metabolism p.2	Not Directed
ICAM1	ITGB2	Leukocyte transendothelial migration	Not Directed
PLXNB2	ARHGEF12	Axon guidance	Not Directed
INHBC	ACVR1	Cytokine-cytokine receptor interaction	Not Directed
AKT3	MAP3K8	T cell receptor signaling pathway	Not Directed
IKBKB	IRS1	Type II diabetes mellitus	Not Directed
FRAP1	EIF4EBP1	Acute myeloid leukemia	Not Directed
MAP3K7IP1	CCL3	Toll-like receptor signaling pathway	Not Directed
GNAL	ADCY3	Olfactory transduction	Not Directed
TNFSF10	TNFRSF10D	Cytokine-cytokine receptor interaction	Not Directed
TRAF2	MAP3K5	MAPK signaling pathway	Not Directed
INHBA	ACVR2A	Cytokine-cytokine receptor interaction	Not Directed
MAPKAPK3	ATF4	MAPK signaling pathway	Not Directed
COL1A1	ITGB1	ECM-receptor interaction	Not Directed
CBP	p53	Glycolysis and gluconeogenesis	Not Directed
Elk-3	SRF	Folic acid metabolism	Not Directed
MAPK1	ETV6	Dorso-ventral axis formation	Not Directed
INHBB	ACVR2A	Cytokine-cytokine receptor interaction	Not Directed
ORC6L	MCM5	Cell cycle	Not Directed
Pim-1	NF-kB2 (p100)	Fatty acid synthesis I	Not Directed
CYP11B1	"reduced ferredoxin + Pregn-4-en-3,20-dione = 11beta-11-hydroxy-pregn-4-en-3,20-dione + oxidized ferredoxin"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
TLR2	TIRAP	Toll-like receptor signaling pathway	Not Directed
STAT1	PIM1	Jak-STAT signaling pathway	Not Directed
Max	Max	Aminosugars metabolism	Not Directed
IRS-4	CrkL	Fructose metabolism	Not Directed
LYN	SYK	Fc epsilon RI signaling pathway	Not Directed
KDR	PXN	VEGF signaling pathway	Not Directed
FGFR1	SNAI1	Adherens junction	Not Directed
IKBKB	CHUK	Toll-like receptor signaling pathway	Not Directed
NCF1	NCF4	Leukocyte transendothelial migration	Not Directed
RAC1	PAK4	Renal cell carcinoma	Not Directed
MAP2K1	MAPK1	Dorso-ventral axis formation	Not Directed
PTPRM	CTNND1	Adherens junction	Not Directed
MAP3K8	MAP3K14	T cell receptor signaling pathway	Not Directed
CDC14C	FZR1	Cell cycle	Not Directed
OCLN	TJP2	Tight junction	Not Directed
EGFR	CTNND1	Adherens junction	Not Directed
EBP50	Schwannomin (NF2)	Phospholipid metabolism I	Not Directed
PPARD	FABP3	PPAR signaling pathway	Not Directed
FN1	ITGAV	ECM-receptor interaction	Not Directed
MAP2K1	MAPK8	Pancreatic cancer	Not Directed
UBE1	UBE2E3	Ubiquitin mediated proteolysis	Not Directed
CDK9	POLR2A	"Alanine, serine, cysteine, threonine and glycine metabolism"	Not Directed
HPK1(MAP4K1)	TAK1(MAP3K7)	Folic acid metabolism	Not Directed
TLR2	MYD88	Toll-like receptor signaling pathway	Not Directed
RUVBL1	LEF1	Wnt signaling pathway	Not Directed
RAP1A	ARAF	Long-term potentiation	Not Directed
Cyclin B1	CDK2	"Alanine, serine, cysteine, threonine and glycine metabolism"	Not Directed
CTSG	F2R	Neuroactive ligand-receptor interaction	Not Directed
IL-3 receptor	JAK2	Propionate metabolism. Part II	Not Directed
FGF2	FGFR2	Role of PBX in fibroblasts signaling pathways	Not Directed
MDM2	TP53	Melanoma	Not Directed
NGFB	NTRK1	MAPK signaling pathway	Not Directed
MAP2K3	MAPK14	Toll-like receptor signaling pathway	Not Directed
RRAS2	MLLT4	Tight junction	Not Directed
Ran	CRM1	IMP biosynthesis	Not Directed
NK31	SRF	CTP/UTP metabolism	Not Directed
Calmodulin	MARCKS	Phospholipid metabolism II	Not Directed
HRAS	ARAF	Non-small cell lung cancer	Not Directed
Integrin	Pyk2(FAK2)	Phospholipid metabolism I	Not Directed
IL12A	IL12RB1	Cytokine-cytokine receptor interaction	Not Directed
RAC1	MAPK8	Wnt signaling pathway	Not Directed
NEDD4	PDZ-GEF1	Beta-alanine metabolism	Not Directed
TAK1(MAP3K7)	MEK3(MAP2K3)	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
CDH5	CDH5	Leukocyte transendothelial migration	Not Directed
CDK7	CDK1 (p34)	"Histidine, proline, glutamate and glutamine metabolism"	Not Directed
HLA-A	CD8A	Cell adhesion molecules (CAMs)	Not Directed
YES1	FER	Adherens junction	Not Directed
ACTN4	MAGI3	Tight junction	Not Directed
TICAM1	TBK1	Toll-like receptor signaling pathway	Not Directed
PTK2	MAPK1	Axon guidance	Not Directed
NFKBIA	NFKB1	T cell receptor signaling pathway	Not Directed
JAK2	FAK1	Focal adhesion complex formation: WASF-proteins and activation of RAP GTP-ase	Not Directed
Caspase-3	14-3-3 epsilon	Caspases cascade activation by granzyme and other signaling proteins	Not Directed
440915	CTNNA1	Leukocyte transendothelial migration	Not Directed
WASF1	C3orf10	Regulation of actin cytoskeleton	Not Directed
LTA	TNFRSF1A	Cytokine-cytokine receptor interaction	Not Directed
ITGB1	ITGA10	ECM-receptor interaction	Not Directed
SERPINA1	PLG	Complement and coagulation cascades	Not Directed
c-Jun	STAT3	Erk Interactions: Activation and selected Erk targets	Not Directed
TGFB1	TGFBR1	Cytokine-cytokine receptor interaction	Not Directed
SMO	PTCH1	Hedgehog signaling pathway	Not Directed
AKT3	BAD	Pancreatic cancer	Not Directed
ARNT	AHR	CTP/UTP metabolism	Not Directed
APP	GAPDH	Alzheimer's disease	Not Directed
BMP2	BMPR2	Cytokine-cytokine receptor interaction	Not Directed
SUMO-1	Rad51	Citric acid cycle (citrate cycle; Krebs cycle)	Not Directed
CYFIP1	C3orf10	Regulation of actin cytoskeleton	Not Directed
PPARG	SCD	PPAR signaling pathway	Not Directed
PRKCA	PRKACA	Melanogenesis	Not Directed
TNF	SMAD6	TGF-beta signaling pathway	Not Directed
CD28	PIK3R5	T cell receptor signaling pathway	Not Directed
CD14	MAP3K7IP1	MAPK signaling pathway	Not Directed
HLA-C	KIR2DL1	Natural killer cell mediated cytotoxicity	Not Directed
CNTF	IL6ST	Cytokine-cytokine receptor interaction	Not Directed
Fyn	CD3	Phospholipid metabolism II	Not Directed
STK11	PRKAA1	mTOR signaling pathway	Not Directed
IRS-1	GRB2	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
AKT3	CDKN1A	ErbB signaling pathway	Not Directed
ICAT	Beta-catenin	Isoleucine and valine metabolism	Not Directed
CXCL3	IL8RB	Cytokine-cytokine receptor interaction	Not Directed
RAC1	PAK4	Focal adhesion	Not Directed
CD244	SH2D1B	Natural killer cell mediated cytotoxicity	Not Directed
ITGAL	PTK2B	Natural killer cell mediated cytotoxicity	Not Directed
RAP1A	ITGB1	Leukocyte transendothelial migration	Not Directed
GRB2	LAT	T cell receptor signaling pathway	Not Directed
CIITA	CREB1	Fatty acid oxidation III	Not Directed
BTK	PLCG1	Fc epsilon RI signaling pathway	Not Directed
SMAD4	RBL1	TGF-beta signaling pathway	Not Directed
GCN2	eIF2S1	Triacylglycerol metabolism	Not Directed
BCL10	CHUK	T cell receptor signaling pathway	Not Directed
Erk (MAPK1/3)	Bcl-2	Erk Interactions: Activation and selected Erk targets	Not Directed
CARD11	IKBKB	B cell receptor signaling pathway	Not Directed
RHEB	BRAF	mTOR signaling pathway	Not Directed
ICAM1	ITGAL	Natural killer cell mediated cytotoxicity	Not Directed
ORC4L	ORC1L	Cell cycle	Not Directed
GNRHR	GNA11	GnRH signaling pathway	Not Directed
GABA	Galpha(i)-specific GABA-B GPCRs	Folic acid metabolism	Not Directed
IRS-2	GRB2	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
MAP2K1	MAPK1	Natural killer cell mediated cytotoxicity	Not Directed
ITGB1	ITGAV	ECM-receptor interaction	Not Directed
AP-1	Stromelysin-1	dCTP/dUTP metabolism	Not Directed
MAP3K5	MAP2K3	MAPK signaling pathway	Not Directed
ORC5L	MCM5	Cell cycle	Not Directed
HRAS	RAF1	Melanogenesis	Not Directed
MALT1	CARD11	T cell receptor signaling pathway	Not Directed
RXRA	FABP1	PPAR signaling pathway	Not Directed
C7orf16	PPP2CA	Long-term depression	Not Directed
PI3K reg class IA	PI3K cat class IA	Role of CD28 signaling in cytoskeleton reorganization	Not Directed
Tacrolimus	FKBP8	Cholesterol metabolism III. Biosynthesis of bile acid	Not Directed
LEP	LEPR	Cytokine-cytokine receptor interaction	Not Directed
11261	NFAT5	Wnt signaling pathway	Not Directed
SOS1	HRAS	Renal cell carcinoma	Not Directed
WAS	440915	Adherens junction	Not Directed
SMAD1	ID1	TGF-beta signaling pathway	Not Directed
RXRA	NR1H3	PPAR signaling pathway	Not Directed
MAPK14	TP53	MAPK signaling pathway	Not Directed
RAC1	IQGAP1	Adherens junction	Not Directed
ORC5L	ORC2L	Cell cycle	Not Directed
VCAM1	ITGA4	Leukocyte transendothelial migration	Not Directed
WNT	WHN	Aminosugars metabolism	Not Directed
MAPK8	IRS1	Type II diabetes mellitus	Not Directed
VWF	ITGA2B	ECM-receptor interaction	Not Directed
NFYA	HLA-DMA	Antigen processing and presentation	Not Directed
EGFR	GRB10	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
LCK	ZAP70	T cell receptor signaling pathway	Not Directed
RRAS2	PIK3R5	Regulation of actin cytoskeleton	Not Directed
HRAS	ARAF	Renal cell carcinoma	Not Directed
Histamine	Histamine H1 receptor	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
EGFR	PIK3R5	Prostate cancer	Not Directed
SERPING1	C1R	Complement and coagulation cascades	Not Directed
ILK	AKT3	Endometrial cancer	Not Directed
CHUK	NFKBIA	Apoptosis	Not Directed
MAP3K7IP1	CCL5	Toll-like receptor signaling pathway	Not Directed
EFNA1	FYN	Axon guidance	Not Directed
AKR1C2	"NAD(P)('+) + 3alpha,5alpha-3,21-dihydroxy-pregnan-20-one = 5alpha-21-hydroxy-pregnan-3,20-dione + NAD(P)H"	Pregnenolone and progesterone biosynthesis and metabolism p.2	Not Directed
GH-RH	GH-RH receptor	Gs-a Specific GPCRs  (in brain)	Not Directed
C3	CFB	Complement and coagulation cascades	Not Directed
CYP46	24(S)-Hydroxycholesterol	Peptidoglycan biosynthesis	Not Directed
RXRA	OLR1	PPAR signaling pathway	Not Directed
CASP8	BID	Apoptosis	Not Directed
CD40(TNFRSF5)	TRAF6	ATP/ITP metabolism	Not Directed
JAM2	ITGB1	Leukocyte transendothelial migration	Not Directed
LAMC3	ITGA6	Small cell lung cancer	Not Directed
SULT2B1	"adenosine 3'-phosphate 5'-phosphosulfate + 3beta,17alpha-3,17-dihydroxy-pregn-5-en-20-one = 3beta,17alpha-3,17-dihydroxy-pregn-5-en-20-one 3-sulfate + adenosine 3',5'-bisphosphate"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
ANAPC10	PTTG2	Cell cycle	Not Directed
CCNA2	CDC6	Cell cycle	Not Directed
NFKB1	IL1B	Toll-like receptor signaling pathway	Not Directed
MAP2K1	MAPK1	Endometrial cancer	Not Directed
CDK4	RB1	Non-small cell lung cancer	Not Directed
MAPK1	MYC	MAPK signaling pathway	Not Directed
STAT3	POMC	Adipocytokine signaling pathway	Not Directed
Caspase-6	Lamin B	Phospholipid metabolism I	Not Directed
HDAC1	RB1	Cell cycle	Not Directed
IFNGR1	FAS	Natural killer cell mediated cytotoxicity	Not Directed
ICAM1	ITGB2	Cell adhesion molecules (CAMs)	Not Directed
GNA11	PLCB1	GnRH signaling pathway	Not Directed
CHUK	IRS1	Adipocytokine signaling pathway	Not Directed
AKR1C2	"NADH + 5beta-Pregnan-3,20-dione = 3beta,5beta-3-hydroxy-pregnan-20-one + NAD('+)"	Pregnenolone and progesterone biosynthesis and metabolism p.2	Not Directed
BCAR1	CRK	Focal adhesion	Not Directed
IL15	IL2RG	Cytokine-cytokine receptor interaction	Not Directed
SPP1	ITGB3	ECM-receptor interaction	Not Directed
Caspase-3	Caspase-6	"Alanine, serine, cysteine, threonine and glycine metabolism"	Not Directed
Gephyrin	Glycine receptor	Arginine metabolism	Not Directed
EGFR	PIK3R5	Focal adhesion	Not Directed
SFRP1	WNT16	Wnt signaling pathway	Not Directed
ITGB1	PRKCA	Focal adhesion	Not Directed
PTPN11	VAV3	Natural killer cell mediated cytotoxicity	Not Directed
TLN1	ITGB1	Focal adhesion	Not Directed
TFPI	F3	Complement and coagulation cascades	Not Directed
WASF3	Actin cytoskeletal	Focal adhesion complex formation: WASF-proteins and activation of RAP GTP-ase	Not Directed
CSNK1A1L	CTNNB1	Wnt signaling pathway	Not Directed
MAPK1	ELK1	Focal adhesion	Not Directed
MAP3K7IP2	MAP2K4	Toll-like receptor signaling pathway	Not Directed
PRKCA	PTK2	Focal adhesion	Not Directed
IL20	IL22RA1	Cytokine-cytokine receptor interaction	Not Directed
AKT3	BAD	Prostate cancer	Not Directed
LBC	RXR	Pleckstrin homology proteins interactions. Part I	Not Directed
CHUK	IKBKG	Epithelial cell signaling in Helicobacter pylori infection	Not Directed
MAPK14	MAX	MAPK signaling pathway	Not Directed
MAP3K7	NLK	MAPK signaling pathway	Not Directed
"PtdIns(3,4,5)P3"	APS	Pleckstrin homology proteins interactions. Part I	Not Directed
PDGFA	PDGFRA	MAPK signaling pathway	Not Directed
SKP2	CDKN1A	Cell cycle	Not Directed
TRF2	Rad50	Riboflavin metabolism	Not Directed
IL12A	IL12RB2	Cytokine-cytokine receptor interaction	Not Directed
ITGB1	CAV1	Focal adhesion	Not Directed
RAF1	MAP2K2	MAPK signaling pathway	Not Directed
MDM2	TP53	Cell cycle	Not Directed
CALML6	ADCY1	Long-term potentiation	Not Directed
TGFBR2	SMAD2	Pancreatic cancer	Not Directed
PML	CCNA1	Acute myeloid leukemia	Not Directed
PRKCI	PARD3	Tight junction	Not Directed
IL1R1	IRAK3	Apoptosis	Not Directed
TLR4	TICAM1	Toll-like receptor signaling pathway	Not Directed
IL13RA1	IL4R	Cytokine-cytokine receptor interaction	Not Directed
CLDN16	TJP1	Tight junction	Not Directed
TNF	TNFRSF1A	Apoptosis	Not Directed
GP9	GP5	ECM-receptor interaction	Not Directed
MITF	DCT	Melanogenesis	Not Directed
ERBB4	PIK3R5	ErbB signaling pathway	Not Directed
Fyn	CD3	CTP/UTP metabolism	Not Directed
GNAS	ADCY1	GnRH signaling pathway	Not Directed
RPS6KB1	RPS6	mTOR signaling pathway	Not Directed
PARVB	440915	Focal adhesion	Not Directed
G-protein beta/gamma	PLC-beta	A2BR signaling via G-beta/gamma dimer.  Activation of PH-domain proteins. (map 2)	Not Directed
IFNE1	IFNAR1	Cytokine-cytokine receptor interaction	Not Directed
TRAF1	c-FLIP (L)	Phospholipid metabolism I	Not Directed
PRKCB1	MALT1	B cell receptor signaling pathway	Not Directed
MAP2K1IP1	MAP2K2	MAPK signaling pathway	Not Directed
RASSF5	ITGAL	Leukocyte transendothelial migration	Not Directed
CCL24	CCR3	Cytokine-cytokine receptor interaction	Not Directed
440915	200025	Regulation of actin cytoskeleton	Not Directed
AKT3	BAD	Acute myeloid leukemia	Not Directed
PDPK1	AKT3	Non-small cell lung cancer	Not Directed
DOCK1	RAC1	Focal adhesion	Not Directed
Pyk2(FAK2)	DDEF2(PAG3)	Pleckstrin homology proteins interactions. Part II	Not Directed
EVI1	CTBP1	Chronic myeloid leukemia	Not Directed
ARAF	MAP2K1	Insulin signaling pathway	Not Directed
Cul1/Rbx1 E3 ligase	p27KIP1	Fatty acid synthesis I	Not Directed
IHH	PTCH1	Hedgehog signaling pathway	Not Directed
RHOD	RND1	Axon guidance	Not Directed
PRKAG2	ACACA	Insulin signaling pathway	Not Directed
13-HPODE	PPAR-gamma	Aspartate and asparagine metabolism	Not Directed
GRB2	FGFR1	MAPK signaling pathway	Not Directed
LAT	PLCG1	Natural killer cell mediated cytotoxicity	Not Directed
TIRAP	IRAK1	Toll-like receptor signaling pathway	Not Directed
HRAS	RAF1	Fc epsilon RI signaling pathway	Not Directed
MAP2K1	MAPK1	Pancreatic cancer	Not Directed
TGFB1	ACVR1C	Chronic myeloid leukemia	Not Directed
MAP3K7IP1	IKBKG	Toll-like receptor signaling pathway	Not Directed
IKBKB	IKBKG	Toll-like receptor signaling pathway	Not Directed
PRKAG2	ACACB	Adipocytokine signaling pathway	Not Directed
PON1	HDL	Folic acid metabolism	Not Directed
ZAP70	PIK3R5	Natural killer cell mediated cytotoxicity	Not Directed
BCL10	IKBKG	T cell receptor signaling pathway	Not Directed
SRC	GRLF1	Focal adhesion	Not Directed
440915	TJP3	Tight junction	Not Directed
IL12RB2	IL12RB1	Cytokine-cytokine receptor interaction	Not Directed
VCAM1	ITGA4	Cell adhesion molecules (CAMs)	Not Directed
EGFR	PLCG1	Glioma	Not Directed
HSD3B2	"NAD('+) + 3beta,17alpha-3,17-dihydroxy-pregn-5-en-20-one = 17alpha-17-hydroxy-pregn-4-en-3,20-dione + NADH"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
GRB2	EGFR	MAPK signaling pathway	Not Directed
CLDN16	TJP2	Tight junction	Not Directed
CDC45L	MCM3	Cell cycle	Not Directed
SH2B	JAK2	Erk Interactions: Activation and selected Erk targets	Not Directed
CCNA2	RB1	Cell cycle	Not Directed
NCOA2 (GRIP1/TIF2)	MYOG	Pentose phosphate pathway	Not Directed
NCKAP1	WASF1	Regulation of actin cytoskeleton	Not Directed
CSF2	CSF2RB	Cytokine-cytokine receptor interaction	Not Directed
JAK2	CRK	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
"PtdIns(3,4,5)P3"	DAPP1	Pleckstrin homology proteins interactions. Part VIII	Not Directed
GRB2	SOS1	Fc epsilon RI signaling pathway	Not Directed
PROC	F2	Complement and coagulation cascades	Not Directed
IL18	IL18RAP	Cytokine-cytokine receptor interaction	Not Directed
HIF1A	FIGF	mTOR signaling pathway	Not Directed
p90Rsk	BAD	Triacylglycerol metabolism	Not Directed
AKT3	PDE3A	Insulin signaling pathway	Not Directed
MCM3	MCM2	Cell cycle	Not Directed
DAGK	DAG	Pleckstrin homology proteins interactions. Part III	Not Directed
JAK2	STAT5B	A2BR signaling via G-alpha-q: Inhibition of TKR-specific PI3K activation (map 1a)	Not Directed
Kappa-type opioid receptor	Galpha(i)-specific peptide GPCRs	Peptidoglycan biosynthesis	Not Directed
CRK	DOCK1	Focal adhesion	Not Directed
PLC-gamma 1	PIKE(CENTG1)	Pleckstrin homology proteins interactions. Part III	Not Directed
F2	FGA	Complement and coagulation cascades	Not Directed
PRKG1	ADCY3	Olfactory transduction	Not Directed
RAF1	MAP2K1	MAPK signaling pathway	Not Directed
GLI1	GLI1	Basal cell carcinoma	Not Directed
AKR1C4	"NAD(P)('+) + 3alpha,5alpha-3-hydroxy-pregnan-20-one = 5alpha-pregnan-3,20-dione + NAD(P)H"	Pregnenolone and progesterone biosynthesis and metabolism p.2	Not Directed
MAPK1	MAP2K1IP1	MAPK signaling pathway	Not Directed
ITGA4	VCAM1	Cell adhesion molecules (CAMs)	Not Directed
PPP1R12A	MYL6	Focal adhesion	Not Directed
EGFR	HRAS	Melanoma	Not Directed
EGFR	GRB2	Endometrial cancer	Not Directed
PIK3R5	RAC1	Fc epsilon RI signaling pathway	Not Directed
MAPK14	CXCL1	Epithelial cell signaling in Helicobacter pylori infection	Not Directed
RalGDS	RalB	NAD metabolism	Not Directed
PPARA	ACAA1	PPAR signaling pathway	Not Directed
TYROBP	ZAP70	Natural killer cell mediated cytotoxicity	Not Directed
PIK3R5	AKT3	Apoptosis	Not Directed
G-protein alpha-s	G-protein beta/gamma	A2BR signaling via G-beta/gamma dimer.  Activation of PH-domain proteins. (map 2)	Not Directed
CGN	TJP2	Tight junction	Not Directed
MAP2K1	MAPK1	Focal adhesion	Not Directed
PRKACA	CREB3	Melanogenesis	Not Directed
LEF1	JUN	Wnt signaling pathway	Not Directed
CXCL11	CXCR3	Cytokine-cytokine receptor interaction	Not Directed
CCS	SOD1	Citric acid cycle (citrate cycle; Krebs cycle)	Not Directed
IL1R1	TRAF6	MAPK signaling pathway	Not Directed
SEC22B	MDS032	SNARE interactions in vesicular transport	Not Directed
IGF1	MAPK1	mTOR signaling pathway	Not Directed
MAP2K7	MAPK8IP3	MAPK signaling pathway	Not Directed
CREBBP	RBPJL	Notch signaling pathway	Not Directed
CCL4	CCR5	Cytokine-cytokine receptor interaction	Not Directed
MAP2K1	MAPK1	Long-term depression	Not Directed
PTPRC	LCK	T cell receptor signaling pathway	Not Directed
IL22	IL22RA2	Cytokine-cytokine receptor interaction	Not Directed
